CÓDIGO CNAE;NÍVEL AGREGAÇÃO;DESCRIÇÃO CNAE;CÓDIGO DN COPAM;DESCRIÇÃO DO CÓDIGO;EXIGÊNCIA AMBIENTAL;NÍVEL DE RISCO
0710-3/02;Subclasse;Pelotização, sinterização e outros beneficiamentos de minério de ferro;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0721-9/01;Subclasse;Extração de minério de alumínio ;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0721-9/02;Subclasse;Beneficiamento de minério de alumínio;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0722-7/01;Subclasse;Extração de minério de estanho;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0722-7/02;Subclasse;Beneficiamento de minério de estanho ;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0723-5/01;Subclasse;Extração de minério de manganês;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0723-5/02;Subclasse;Beneficiamento de minério de manganês ;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0724-3/01;Subclasse;Extração de minério de metais preciosos;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0724-3/02;Subclasse;Beneficiamento de minério de metais preciosos ;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0729-4/01;Subclasse;Extração de minérios de nióbio e titânio;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0729-4/02;Subclasse;Extração de minério de tungstênio;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0729-4/03;Subclasse;Extração de minério de níquel;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0729-4/04;Subclasse;Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0729-4/05;Subclasse;Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente ;A-05-08-4;Reaproveitamento de bens minerais metálicos dispostos em pilha de estéril ou rejeito;Licença ambiental;III
0710-3/01;Subclasse;Extração de minério de ferro;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0710-3/02;Subclasse;Pelotização, sinterização e outros beneficiamentos de minério de ferro;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0721-9/01;Subclasse;Extração de minério de alumínio ;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0721-9/02;Subclasse;Beneficiamento de minério de alumínio;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0722-7/01;Subclasse;Extração de minério de estanho;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0722-7/02;Subclasse;Beneficiamento de minério de estanho ;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0723-5/01;Subclasse;Extração de minério de manganês;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0723-5/02;Subclasse;Beneficiamento de minério de manganês ;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0724-3/01;Subclasse;Extração de minério de metais preciosos;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0724-3/02;Subclasse;Beneficiamento de minério de metais preciosos ;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0729-4/01;Subclasse;Extração de minérios de nióbio e titânio;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0729-4/02;Subclasse;Extração de minério de tungstênio;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0729-4/03;Subclasse;Extração de minério de níquel;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0729-4/04;Subclasse;Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0729-4/05;Subclasse;Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente ;A-05-09-5;Reaproveitamento de bens minerais dispostos em barragem;Licença ambiental;III
0600-0/01;Subclasse;Extração de petróleo e gás natural;A-06-05-1;Perfuração de poços exploratórios em jazida de petróleo e gás natural;Licença ambiental;III
0600-0/02;Subclasse;Extração e beneficiamento de xisto;A-06-05-1;Perfuração de poços exploratórios em jazida de petróleo e gás natural;Licença ambiental;III
0600-0/03;Subclasse;Extração e beneficiamento de areias betuminosas;A-06-05-1;Perfuração de poços exploratórios em jazida de petróleo e gás natural;Licença ambiental;III
0910-6/00;Subclasse;Atividades de apoio à extração de petróleo e gás natural;A-06-05-1;Perfuração de poços exploratórios em jazida de petróleo e gás natural;Licença ambiental;III
0600-0/01;Subclasse;Extração de petróleo e gás natural;A-06-06-1;Produção de petróleo e gás natural em jazida convencional;Licença ambiental;III
0600-0/02;Subclasse;Extração e beneficiamento de xisto;A-06-06-1;Produção de petróleo e gás natural em jazida convencional;Licença ambiental;III
0600-0/03;Subclasse;Extração e beneficiamento de areias betuminosas;A-06-06-1;Produção de petróleo e gás natural em jazida convencional;Licença ambiental;III
0910-6/00;Subclasse;Atividades de apoio à extração de petróleo e gás natural;A-06-06-1;Produção de petróleo e gás natural em jazida convencional;Licença ambiental;III
7119-7/02;Atividade;Serviços de análises de solo para investigação geológica; H-01-01-1;Atividades e empreendimentos não listados ou não enquadrados em outros códigos, com supressão de vegetação primária ou secundária nativa pertencente ao bioma Mata Atlântica, em estágios médio e/ou avançado de regeneração, sujeita a EIA/Rima nos termos da Lei Federal nº 11.428, de 22 de dezembro de 2006, exceto árvores isoladas. ;Licença ambiental ou Dispensa;II
7119-7/02;Atividade;Estudos geotécnicos; H-01-01-1;Atividades e empreendimentos não listados ou não enquadrados em outros códigos, com supressão de vegetação primária ou secundária nativa pertencente ao bioma Mata Atlântica, em estágios médio e/ou avançado de regeneração, sujeita a EIA/Rima nos termos da Lei Federal nº 11.428, de 22 de dezembro de 2006, exceto árvores isoladas. ;Licença ambiental ou Dispensa;II
7119-7/02;Atividade;Estudos sismográficos; H-01-01-1;Atividades e empreendimentos não listados ou não enquadrados em outros códigos, com supressão de vegetação primária ou secundária nativa pertencente ao bioma Mata Atlântica, em estágios médio e/ou avançado de regeneração, sujeita a EIA/Rima nos termos da Lei Federal nº 11.428, de 22 de dezembro de 2006, exceto árvores isoladas. ;Licença ambiental ou Dispensa;II
7119-7/02;Atividade;Serviços de levantamentos geológicos; H-01-01-1;Atividades e empreendimentos não listados ou não enquadrados em outros códigos, com supressão de vegetação primária ou secundária nativa pertencente ao bioma Mata Atlântica, em estágios médio e/ou avançado de regeneração, sujeita a EIA/Rima nos termos da Lei Federal nº 11.428, de 22 de dezembro de 2006, exceto árvores isoladas. ;Licença ambiental ou Dispensa;II
7119-7/02;Atividade;Serviços de levantamentos, estudos geofísicos; H-01-01-1;Atividades e empreendimentos não listados ou não enquadrados em outros códigos, com supressão de vegetação primária ou secundária nativa pertencente ao bioma Mata Atlântica, em estágios médio e/ou avançado de regeneração, sujeita a EIA/Rima nos termos da Lei Federal nº 11.428, de 22 de dezembro de 2006, exceto árvores isoladas. ;Licença ambiental ou Dispensa;II
7119-7/02;Atividade;Serviços de levantamentos, estudos hidrográficos; H-01-01-1;Atividades e empreendimentos não listados ou não enquadrados em outros códigos, com supressão de vegetação primária ou secundária nativa pertencente ao bioma Mata Atlântica, em estágios médio e/ou avançado de regeneração, sujeita a EIA/Rima nos termos da Lei Federal nº 11.428, de 22 de dezembro de 2006, exceto árvores isoladas. ;Licença ambiental ou Dispensa;II
7119-7/02;Atividade;Serviços de perfilagem de solo; H-01-01-1;Atividades e empreendimentos não listados ou não enquadrados em outros códigos, com supressão de vegetação primária ou secundária nativa pertencente ao bioma Mata Atlântica, em estágios médio e/ou avançado de regeneração, sujeita a EIA/Rima nos termos da Lei Federal nº 11.428, de 22 de dezembro de 2006, exceto árvores isoladas. ;Licença ambiental ou Dispensa;II
7119-7/02;Atividade;Serviços de prospecção geológica; H-01-01-1;Atividades e empreendimentos não listados ou não enquadrados em outros códigos, com supressão de vegetação primária ou secundária nativa pertencente ao bioma Mata Atlântica, em estágios médio e/ou avançado de regeneração, sujeita a EIA/Rima nos termos da Lei Federal nº 11.428, de 22 de dezembro de 2006, exceto árvores isoladas. ;Licença ambiental ou Dispensa;II
7119-7/02;Atividade;Serviços de prospecção sísmica; H-01-01-1;Atividades e empreendimentos não listados ou não enquadrados em outros códigos, com supressão de vegetação primária ou secundária nativa pertencente ao bioma Mata Atlântica, em estágios médio e/ou avançado de regeneração, sujeita a EIA/Rima nos termos da Lei Federal nº 11.428, de 22 de dezembro de 2006, exceto árvores isoladas. ;Licença ambiental ou Dispensa;II
7119-7/02;Atividade;Serviços de prospecção, pesquisa mineral; H-01-01-1;Atividades e empreendimentos não listados ou não enquadrados em outros códigos, com supressão de vegetação primária ou secundária nativa pertencente ao bioma Mata Atlântica, em estágios médio e/ou avançado de regeneração, sujeita a EIA/Rima nos termos da Lei Federal nº 11.428, de 22 de dezembro de 2006, exceto árvores isoladas. ;Licença ambiental ou Dispensa;II
7119-7/02;Atividade;Serviços técnicos em geologia; H-01-01-1;Atividades e empreendimentos não listados ou não enquadrados em outros códigos, com supressão de vegetação primária ou secundária nativa pertencente ao bioma Mata Atlântica, em estágios médio e/ou avançado de regeneração, sujeita a EIA/Rima nos termos da Lei Federal nº 11.428, de 22 de dezembro de 2006, exceto árvores isoladas. ;Licença ambiental ou Dispensa;II
0220-9/01;Subclasse;Extração de madeira em florestas nativas; H-01-01-1;Atividades e empreendimentos não listados ou não enquadrados em outros códigos, com supressão de vegetação primária ou secundária nativa pertencente ao bioma Mata Atlântica, em estágios médio e/ou avançado de regeneração, sujeita a EIA/Rima nos termos da Lei Federal nº 11.428, de 22 de dezembro de 2006, exceto árvores isoladas. ;Licença ambiental ou Dispensa;II
2391-5/01;Subclasse;Britamento de pedras, exceto associado à extração;B-01-01-5;Britamento de pedras para construção;Licença ambiental;III
2392-3/00;Subclasse;Fabricação de cal e gesso;B-01-02-3;Fabricação de cal virgem;Licença ambiental;III
2341-9/00;Subclasse;Fabricação de produtos cerâmicos refratários;B-01-03-1;Fabricação de cerâmica vermelha (telhas, tijolos e outros artigos de barro cozido), inclusive com utilização de até 10% dos resíduos “pó de balão” ou “lama de alto-forno” à base seca, em substituição de percentual equivalente na carga de argila;Licença Ambiental ou Dispensa;II
2342-7/02;Subclasse;Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos;B-01-03-1;Fabricação de cerâmica vermelha (telhas, tijolos e outros artigos de barro cozido), inclusive com utilização de até 10% dos resíduos “pó de balão” ou “lama de alto-forno” à base seca, em substituição de percentual equivalente na carga de argila;Licença Ambiental ou Dispensa;II
2342-7/01;Subclasse;Fabricação de azulejos e pisos;B-01-04-1;Fabricação de material cerâmico;Licença ambiental;III
2349-4/01;Subclasse;Fabricação de material sanitário de cerâmica;B-01-04-1;Fabricação de material cerâmico;Licença ambiental;III
2349-4/99;Subclasse;Fabricação de produtos cerâmicos não refratários não especificados anteriormente;B-01-04-1;Fabricação de material cerâmico;Licença ambiental;III
2399-1/99;Atividade;Fabricação de outros produtos de minerais não metálicos não especificados anteriormente;B-01-04-1;Fabricação de material cerâmico;Licença ambiental;III
2320-6/00;Subclasse;Fabricação de cimento;B-01-05-8;Fabricação de cimento;Licença ambiental;III
2320-6/00;Subclasse;Fabricação de cimento;B-01-05-8;Fabricação de cimento;Licença ambiental;III
2320-6/00;Subclasse;Fabricação de cimento;B-01-05-8;Fabricação de cimento;Licença ambiental;III
2330-3/05;Subclasse;Preparação de massa de concreto e argamassa para construção;B-01-05-8;Fabricação de cimento;Licença ambiental;III
2319-2/00;Subclasse;Fabricação de artigos de vidro;B-01-08-2;Fabricação e elaboração de vidro e cristal, inclusive a partir de reciclagem  ;Licença Ambiental ou Dispensa;II
2311-7/00;Subclasse;Fabricação de vidro plano e de segurança;B-01-08-2;Fabricação e elaboração de vidro e cristal, inclusive a partir de reciclagem  ;Licença Ambiental ou Dispensa;II
2312-5/00;Subclasse;Fabricação de embalagens de vidro;B-01-08-2;Fabricação e elaboração de vidro e cristal, inclusive a partir de reciclagem  ;Licença Ambiental ou Dispensa;II
2391-5/02;Subclasse;Aparelhamento de pedras para a construção, exceto associado à extração;B-01-09-0;Aparelhamento, beneficiamento, preparação e transformação de minerais não metálicos, não instalados na área da planta de extração  ;Licença Ambiental ou Dispensa;II
2391-5/03;Subclasse;Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;B-01-09-0;Aparelhamento, beneficiamento, preparação e transformação de minerais não metálicos, não instalados na área da planta de extração  ;Licença Ambiental ou Dispensa;II
